STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_HORIZ,Time horizon,METHODOLOGY,Calculation methodology,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2006-02,,100.0985,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2006-03,,100.1318,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2006-04,,100.1749,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2006-05,,100.2317,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2006-06,,100.3039,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2006-07,,100.3891,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2006-08,,100.4829,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2006-09,,100.5804,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2006-10,,100.6782,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2006-11,,100.7738,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2014-10,,99.51836,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2014-11,,99.53293,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2014-12,,99.55149,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-01,,99.57519,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1997-08,,99.30029,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1997-09,,99.27812,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1997-10,,99.2756,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1997-11,,99.29049,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1997-12,,99.32027,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1998-01,,99.36243,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2016-08,,100.9026,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2016-09,,100.9155,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2016-10,,100.9129,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2016-11,,100.8979,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2016-12,,100.8758,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2017-01,,100.8538,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2017-02,,100.8391,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2017-03,,100.8378,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2017-04,,100.8523,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2017-05,,100.8829,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2017-06,,100.9281,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2017-07,,100.9859,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2017-08,,101.0537,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2017-09,,101.1285,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2017-10,,101.2074,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2017-11,,101.2873,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2017-12,,101.3657,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2018-01,,101.4406,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2018-02,,101.5106,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2018-03,,101.5747,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2018-04,,101.6324,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2018-05,,101.6834,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2018-06,,101.7276,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2018-07,,101.7648,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2018-08,,101.7947,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2018-09,,101.8171,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2018-10,,101.8312,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2018-11,,101.8363,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2018-12,,101.8314,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2019-01,,101.8157,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2019-02,,101.7881,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2019-03,,101.7476,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2019-04,,101.693,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2019-05,,101.6231,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2019-06,,101.5365,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2019-07,,101.4322,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2019-08,,101.3091,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2019-09,,101.1669,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2019-10,,101.0054,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2019-11,,100.8255,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2019-12,,100.6286,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-01,,100.417,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-02,,100.1941,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-03,,99.76804,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-04,,89.50841,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-05,,84.46204,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-06,,88.45338,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-07,,92.47957,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-08,,96.55157,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-09,,97.9271,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-10,,98.81109,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-11,,98.77376,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-12,,98.75898,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2021-01,,98.7578,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2021-02,,98.97868,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2021-03,,96.94065,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2021-04,,94.74277,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2021-05,,92.5669,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2021-06,,94.70065,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2021-07,,96.79558,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2021-08,,98.81145,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2021-09,,98.81432,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2021-10,,98.81755,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2021-11,,98.82321,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2021-12,,98.83372,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,1996-05,,100.8707,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,1996-06,,100.7791,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,1996-07,,100.6881,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,1996-08,,100.5982,,A,Normal value,0,Units,2,Two,,
